
Dump of file C:\Windows\System32\WsmSvc.dll
       3175  C5B 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@PEAU_WINRS_RUN_COMMAND_ARG@@@@AEAAXXZ
       3176  C5C 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@U_WSMAN_OPTION@@@@PEAU_WSMAN_OPTION@@@@AEAAXXZ
       3177  C5D 0005F110 ?ReleasePtr@?$AutoCleanup@V?$AutoDeleteVector@X@@PEAX@@AEAAXXZ
       3178  C5E 0000E870 ?ReleasePtr@?$AutoCleanup@V?$AutoFree@E@@PEAE@@AEAAXXZ
       3179  C5F 0002B310 ?ReleasePtr@?$AutoCleanup@V?$AutoLocklessItemRecycle@VPacket@@@@PEAVPacket@@@@AEAAXXZ
       3180  C60 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostAdminManager@@@@PEAUIAppHostAdminManager@@@@AEAAXXZ
       3181  C61 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostChildElementCollection@@@@PEAUIAppHostChildElementCollection@@@@AEAAXXZ
       3182  C62 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostConfigException@@@@PEAUIAppHostConfigException@@@@AEAAXXZ
       3183  C63 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostElement@@@@PEAUIAppHostElement@@@@AEAAXXZ
       3184  C64 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostElementCollection@@@@PEAUIAppHostElementCollection@@@@AEAAXXZ
       3185  C65 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostProperty@@@@PEAUIAppHostProperty@@@@AEAAXXZ
       3186  C66 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIAppHostPropertyCollection@@@@PEAUIAppHostPropertyCollection@@@@AEAAXXZ
       3187  C67 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIClientSecurity@@@@PEAUIClientSecurity@@@@AEAAXXZ
       3188  C68 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIEnumWbemClassObject@@@@PEAUIEnumWbemClassObject@@@@AEAAXXZ
       3189  C69 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIErrorInfo@@@@PEAUIErrorInfo@@@@AEAAXXZ
       3190  C6A 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIUnknown@@@@PEAUIUnknown@@@@AEAAXXZ
       3191  C6B 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemClassObject@@@@PEAUIWbemClassObject@@@@AEAAXXZ
       3192  C6C 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemContext@@@@PEAUIWbemContext@@@@AEAAXXZ
       3193  C6D 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemLocator@@@@PEAUIWbemLocator@@@@AEAAXXZ
       3194  C6E 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemObjectTextSrc@@@@PEAUIWbemObjectTextSrc@@@@AEAAXXZ
       3195  C6F 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemPath@@@@PEAUIWbemPath@@@@AEAAXXZ
       3196  C70 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemPathKeyList@@@@PEAUIWbemPathKeyList@@@@AEAAXXZ
       3197  C71 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemQualifierSet@@@@PEAUIWbemQualifierSet@@@@AEAAXXZ
       3198  C72 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemQuery@@@@PEAUIWbemQuery@@@@AEAAXXZ
       3199  C73 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@UIWbemServices@@@@PEAUIWbemServices@@@@AEAAXXZ
       3200  C74 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VApplication@Client@WSMan@@@@PEAVApplication@Client@WSMan@@@@AEAAXXZ
       3201  C75 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCBaseConfigCache@@@@PEAVCBaseConfigCache@@@@AEAAXXZ
       3202  C76 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCClientConfigCache@@@@PEAVCClientConfigCache@@@@AEAAXXZ
       3203  C77 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCClientConfigSettings@@@@PEAVCClientConfigSettings@@@@AEAAXXZ
       3204  C78 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCCommonConfigSettings@@@@PEAVCCommonConfigSettings@@@@AEAAXXZ
       3205  C79 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@PEAVCConfigCacheMap@CBaseConfigCache@@@@AEAAXXZ
       3206  C7A 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCConfigManager@@@@PEAVCConfigManager@@@@AEAAXXZ
       3207  C7B 00136200 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCListenerCommand@@@@PEAVCListenerCommand@@@@AEAAXXZ
       3208  C7C 00136200 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCListenerMasterOperation@@@@PEAVCListenerMasterOperation@@@@AEAAXXZ
       3209  C7D 00136200 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCListenerReceive@@@@PEAVCListenerReceive@@@@AEAAXXZ
       3210  C7E 00136200 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCListenerShell@@@@PEAVCListenerShell@@@@AEAAXXZ
       3211  C7F 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCRemoteOperation@@@@PEAVCRemoteOperation@@@@AEAAXXZ
       3212  C80 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCRemoteSession@@@@PEAVCRemoteSession@@@@AEAAXXZ
       3213  C81 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCRequestContext@@@@PEAVCRequestContext@@@@AEAAXXZ
       3214  C82 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCServiceCommonConfigSettings@@@@PEAVCServiceCommonConfigSettings@@@@AEAAXXZ
       3215  C83 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCServiceConfigCache@@@@PEAVCServiceConfigCache@@@@AEAAXXZ
       3216  C84 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCServiceConfigSettings@@@@PEAVCServiceConfigSettings@@@@AEAAXXZ
       3217  C85 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManEPR@@@@PEAVCWSManEPR@@@@AEAAXXZ
       3218  C86 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManGroupPolicyCache@@@@PEAVCWSManGroupPolicyCache@@@@AEAAXXZ
       3219  C87 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManGroupPolicyManager@@@@PEAVCWSManGroupPolicyManager@@@@AEAAXXZ
       3220  C88 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManObject@@@@PEAVCWSManObject@@@@AEAAXXZ
       3221  C89 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManResource@@@@PEAVCWSManResource@@@@AEAAXXZ
       3222  C8A 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWSManSession@@@@PEAVCWSManSession@@@@AEAAXXZ
       3223  C8B 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWinRSPluginConfigCache@@@@PEAVCWinRSPluginConfigCache@@@@AEAAXXZ
       3224  C8C 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCWinRSPluginConfigSettings@@@@PEAVCWinRSPluginConfigSettings@@@@AEAAXXZ
       3225  C8D 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCommand@Client@WSMan@@@@PEAVCommand@Client@WSMan@@@@AEAAXXZ
       3226  C8E 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VConfigNotification@@@@PEAVConfigNotification@@@@AEAAXXZ
       3227  C8F 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VConnectShellOperation@Client@WSMan@@@@PEAVConnectShellOperation@Client@WSMan@@@@AEAAXXZ
       3228  C90 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VCreateShellOperation@Client@WSMan@@@@PEAVCreateShellOperation@Client@WSMan@@@@AEAAXXZ
       3229  C91 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VDeleteShellOperation@Client@WSMan@@@@PEAVDeleteShellOperation@Client@WSMan@@@@AEAAXXZ
       3230  C92 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VDisconnectOperation@Client@WSMan@@@@PEAVDisconnectOperation@Client@WSMan@@@@AEAAXXZ
       3231  C93 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VEnumSinkEx@@@@PEAVEnumSinkEx@@@@AEAAXXZ
       3232  C94 00077EF0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@@AEAAXXZ
       3233  C95 0005BE50 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VHostMappingTable@@@@PEAVHostMappingTable@@@@AEAAXXZ
       3234  C96 0005F330 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VIISConfigSettings@@@@PEAVIISConfigSettings@@@@AEAAXXZ
       3235  C97 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VIPCSoapProcessor@@@@PEAVIPCSoapProcessor@@@@AEAAXXZ
       3236  C98 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VIRequestContext@@@@PEAVIRequestContext@@@@AEAAXXZ
       3237  C99 0005F370 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VISubscription@@@@PEAVISubscription@@@@AEAAXXZ
       3238  C9A 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VInboundRequestDetails@@@@PEAVInboundRequestDetails@@@@AEAAXXZ
       3239  C9B 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VProxyManager@Client@WSMan@@@@PEAVProxyManager@Client@WSMan@@@@AEAAXXZ
       3240  C9C 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VProxySelection@Client@WSMan@@@@PEAVProxySelection@Client@WSMan@@@@AEAAXXZ
       3241  C9D 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VPushSubscribeOperation@@@@PEAVPushSubscribeOperation@@@@AEAAXXZ
       3242  C9E 0005F370 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VPushSubscription@@@@PEAVPushSubscription@@@@AEAAXXZ
       3243  C9F 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VReceiveOperation@Client@WSMan@@@@PEAVReceiveOperation@Client@WSMan@@@@AEAAXXZ
       3244  CA0 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VReconnectOperation@Client@WSMan@@@@PEAVReconnectOperation@Client@WSMan@@@@AEAAXXZ
       3245  CA1 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VSendOperation@Client@WSMan@@@@PEAVSendOperation@Client@WSMan@@@@AEAAXXZ
       3246  CA2 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@@AEAAXXZ
       3247  CA3 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VShellInfo@@@@PEAVShellInfo@@@@AEAAXXZ
       3248  CA4 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VSignalOperation@Client@WSMan@@@@PEAVSignalOperation@Client@WSMan@@@@AEAAXXZ
       3249  CA5 0005F3B0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VUserRecord@@@@PEAVUserRecord@@@@AEAAXXZ
       3250  CA6 0005F2F0 ?ReleasePtr@?$AutoCleanup@V?$AutoRelease@VWSManHttpListener@@@@PEAVWSManHttpListener@@@@AEAAXXZ
       3251  CA7 0005F3F0 ?ReleasePtr@?$AutoCleanup@V?$AutoReleaseEx@VHostMappingTableEntry@@@@PEAVHostMappingTableEntry@@@@AEAAXXZ
       3252  CA8 000DC210 ?ReleasePtr@?$AutoCleanup@V?$AutoReleaseEx@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@@AEAAXXZ
       3253  CA9 0005F430 ?ReleasePtr@?$AutoCleanup@VAutoBstr@@PEAG@@AEAAXXZ
       3254  CAA 0005F430 ?ReleasePtr@?$AutoCleanup@VAutoBstrNoAlloc@@PEAG@@AEAAXXZ
       3255  CAB 0005F460 ?ReleasePtr@?$AutoCleanup@VAutoCertContext@@PEBU_CERT_CONTEXT@@@@AEAAXXZ
       3256  CAC 0005F490 ?ReleasePtr@?$AutoCleanup@VAutoChainContext@@PEBU_CERT_CHAIN_CONTEXT@@@@AEAAXXZ
       3257  CAD 0005F4C0 ?ReleasePtr@?$AutoCleanup@VAutoCoTaskMemFree@@PEAX@@AEAAXXZ
       3258  CAE 0005F4F0 ?ReleasePtr@?$AutoCleanup@VAutoFwXmlCloseParser@@PEAX@@AEAAXXZ
       3259  CAF 0005BFA0 ?ReleasePtr@?$AutoCleanup@VAutoHandle@@PEAX@@AEAAXXZ
       3260  CB0 0005F520 ?ReleasePtr@?$AutoCleanup@VAutoImpersonateUser@@PEAX@@AEAAXXZ
       3261  CB1 0005F550 ?ReleasePtr@?$AutoCleanup@VAutoLibrary@@PEAUHINSTANCE__@@@@AEAAXXZ
       3262  CB2 0005F580 ?ReleasePtr@?$AutoCleanup@VAutoLocalFree@@PEAX@@AEAAXXZ
       3263  CB3 0005F5B0 ?ReleasePtr@?$AutoCleanup@VAutoMIClass@@PEAU_MI_Class@@@@AEAAXXZ
       3264  CB4 0005F5F0 ?ReleasePtr@?$AutoCleanup@VAutoMIInstance@@PEAU_MI_Instance@@@@AEAAXXZ
       3265  CB5 0005F630 ?ReleasePtr@?$AutoCleanup@VAutoObject@@PEAUWSMAN_OBJECT@@@@AEAAXXZ
       3266  CB6 0005F660 ?ReleasePtr@?$AutoCleanup@VAutoRegKey@@PEAUHKEY__@@@@AEAAXXZ
       3267  CB7 0005F580 ?ReleasePtr@?$AutoCleanup@VAutoSecurityDescriptor@@PEAX@@AEAAXXZ
       3268  CB8 0005C060 ?ReleasePtr@?$AutoCleanup@VAutoWaitHandle@@PEAX@@AEAAXXZ
       3269  CB9 00117F70 ?ReleaseQuota@UserRecord@@QEAAXW4OperationType@@PEBVProvider@Catalog@@@Z
       3270  CBA 0005F690 ?ReleaseShared@FastLock@@QEAAXXZ
       3271  CBB 000D1880 ?Remove@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEAA_NAEBQEAVCListenerOperation@@@Z
       3272  CBC 00117F90 ?Remove@?$SafeMap@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@QEAA_NAEBUUserKey@@@Z
       3273  CBD 0012C5F0 ?Remove@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAA_NAEBVStringKeyCI@@@Z
       3274  CBE 0012C6A0 ?Remove@?$SafeMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@QEAA_NAEBVStringKeyCI@@@Z
       3275  CBF 001362B0 ?Remove@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAA_NAEBVStringKeyStore@@@Z
       3276  CC0 001362B0 ?Remove@?$SafeMap@VStringKeyStore@@PEAVServerFullDuplexChannel@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@@@QEAA_NAEBVStringKeyStore@@@Z
       3277  CC1 00096550 ?Remove@?$SafeMap@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@QEAA_NAEB_K@Z
       3278  CC2 00176D80 ?RemoveAll@CBaseConfigCache@@KAXPEAVFastLock@@AEAV?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@@Z
       3279  CC3 00176F30 ?RemoveFromMap@CBaseConfigCache@@AEAAHXZ
       3282  CC4 00175280 ?RemoveObserver@CServiceConfigCache@@AEAAHPEAVIServiceConfigObserver@@@Z
       3284  CC5 00082590 ?ReportEventW@EventLog@@SAXGKGPEAPEBG@Z
       3285  CC6 0008B670 ?Reset@?$PacketElement@K@PacketParser@@QEAAX_N@Z
       3286  CC7 0005F6B0 ?Reset@?$PacketElement@PEAU_FWXML_ELEMENT@@@PacketParser@@QEAAX_N@Z
       3287  CC8 0005F6B0 ?Reset@?$PacketElement@PEBG@PacketParser@@QEAAX_N@Z
       3288  CC9 0005F6B0 ?Reset@?$PacketElement@_K@PacketParser@@QEAAX_N@Z
       3289  CCA 000C0670 ?Reset@?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@QEAAXXZ
       3290  CCB 000C0670 ?Reset@?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@QEAAXXZ
       3291  CCC 000C0670 ?Reset@?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@QEAAXXZ
       3292  CCD 000C0670 ?Reset@?$SafeMap_Iterator@PEAXUEmpty@@@@QEAAXXZ
       3293  CCE 001180A0 ?Reset@?$SafeMap_Iterator@UPluginKey@@K@@QEAAXXZ
       3294  CCF 00118100 ?Reset@?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@QEAAXXZ
       3295  CD0 00096600 ?Reset@?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@QEAAXXZ
       3296  CD1 0005F6D0 ?Reset@?$SafeMap_Iterator@VKey@Locale@@K@@QEAAXXZ
       3297  CD2 001180A0 ?Reset@?$SafeMap_Iterator@VStringKeyCI@@K@@QEAAXXZ
       3298  CD3 0012D1A0 ?Reset@?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@QEAAXXZ
       3299  CD4 00096600 ?Reset@?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@QEAAXXZ
       3300  CD5 00096600 ?Reset@?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@QEAAXXZ
       3301  CD6 00096600 ?Reset@?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@QEAAXXZ
       3302  CD7 00096600 ?Reset@?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@QEAAXXZ
       3303  CD8 00023F90 ?Reset@BufferFormatter@@UEAAXXZ
       3304  CD9 00079330 ?Reset@CErrorContext@@UEAAXH@Z
       3305  CDA 00007510 ?Reset@CRequestContext@@UEAAXH@Z
       3306  CDB 0005F730 ?Reset@CircularBufferFormatter@@UEAAXXZ
       3307  CDC 0008E840 ?Reset@Locale@@QEAAXXZ
       3308  CDD 0005F780 ?Reset@TSTRBUFFER@@QEAAXXZ
       3309  CDE 00118350 ?Reset@UserRecord@@QEAAXXZ
       3310  CDF 001184C0 ?ResetProfileCount@UserRecord@@QEAAXXZ
       3311  CE0 0008B690 ?ResetRobustConnectionHeaders@PacketParser@@AEAAXXZ
       3312  CE1 0005F7B0 ?Resize@RBUFFER@@QEAAHI@Z
       3313  CE2 0005F7D0 ?Resize@RBUFFER@@QEAAHII@Z
       3314  CE3 00076E60 ?ResizeOptionList@CWSManResourceNoResourceUri@@IEAA_NIAEAVIRequestContext@@@Z
       3316  CE4 0019C670 ?RetrieveCertMappingIdentity@CConfigManager@@AEAAHPEAUHKEY__@@PEAVCERTMAPPING_IDENTITY@@@Z
       3317  CE5 001922A0 ?RetrieveListenerIdentity@CConfigManager@@AEAAHPEAUHKEY__@@PEAGPEAPEAGPEAVLISTENER_IDENTITY@@@Z
       3318  CE6 0019C730 ?RetrieveShellUriIdentity@CConfigManager@@AEAAHPEAUHKEY__@@PEAVSHELLURI_IDENTITY@@@Z
       3319  CE7 00192570 ?RetrieveTableIdentity@CConfigManager@@AEAAHPEAUHKEY__@@PEAVWSMANCONFIGTABLE_IDENTITY@@@Z
       3320  CE8 00090E50 ?RevertToSelf@CSecurity@@SAHXZ
       3321  CE9 0019BDD0 ?RtlSecureZeroMemory@XmlReader@@QEAAXXZ
       3323  CEA 00083120 ?SetBOM@PacketFormatter@@QEAA_NPEAVPacket@@@Z
       3324  CEB 00083170 ?SetBOM@PacketFormatter@@QEAA_NPEBEK@Z
       3325  CEC 0002B600 ?SetCIM_Error@CErrorContext@@UEAAXXZ
       3326  CED 0005F820 ?SetCIM_Error@CRequestContext@@UEAAXXZ
       3327  CEE 000832D0 ?SetCharset@PacketFormatter@@QEAAXW4Charset@1@@Z
       3328  CEF 000832F0 ?SetCharset@PacketFormatter@@QEAA_NPEBDK_NPEA_N@Z
       3329  CF0 00083480 ?SetCharsetAndBom@PacketFormatter@@QEAAXW4Charset@1@0@Z
       3330  CF1 00079360 ?SetConfigToUseDefaults@CErrorContext@@UEAAXH@Z
       3331  CF2 00067D60 ?SetErrorAction@ExtendedSemantic@@QEAAXW4_MI_OperationCallback_ResponseType@@W4_MI_CallbackMode@@@Z
       3332  CF3 001770E0 ?SetErrorState@CBaseConfigCache@@AEAAXPEAVCRequestContext@@K@Z
       3333  CF4 0005F840 ?SetExactCharSize@TSTRBUFFER@@QEAAJI@Z
       3334  CF5 00079380 ?SetExtendedErrorString@CErrorContext@@UEAAXPEAG@Z
       3335  CF6 0008D640 ?SetExtendedErrorString@CRequestContext@@UEAAXPEAG@Z
       3336  CF7 0005F890 ?SetExtraLogInfo@CErrorContext@@QEAAXPEBG000@Z
       3337  CF8 000793B0 ?SetFault@CErrorContext@@UEAAXKKKPEBG@Z
       3338  CF9 00027A00 ?SetFault@CRequestContext@@EEAAXKKKPEBG@Z
       3339  CFA 0019AC90 ?SetFinishValue@ConfigRegistry@@IEAAHPEAVIRequestContext@@@Z
       3340  CFB 0005F8D0 ?SetFormatterMode@BufferFormatter@@QEAAXW4Charset@PacketFormatter@@0@Z
       3341  CFC 00076FD0 ?SetFragmentDialect@CWSManResourceNoResourceUri@@QEAAHPEBGPEAVIRequestContext@@@Z
       3342  CFD 00077050 ?SetFragmentPath@CWSManResourceNoResourceUri@@QEAAHPEBGPEAVIRequestContext@@@Z
       3343  CFE 0005F910 ?SetGeneratingError@CErrorContext@@UEAAXXZ
       3344  CFF 0005F920 ?SetLocale@CRequestContext@@QEAA_NPEBGK@Z
       3345  D00 00014A50 ?SetLocale@Locale@@QEAA_NKPEBGPEAVIRequestContext@@@Z
       3346  D01 0005F940 ?SetMachineName@CRequestContext@@QEAAKPEBG@Z
       3347  D02 0008D680 ?SetMachineName@CRequestContext@@QEAAKPEBG_K@Z
       3348  D03 0008D710 ?SetMachineName@CRequestContext@@QEAAKXZ
       3349  D04 0005F960 ?SetMaxEnvelopeSize@CircularBufferFormatter@@QEAAXK@Z
       3350  D05 0005F970 ?SetOptionsMustUnderstandValue@CWSManResourceNoResourceUri@@QEAAXH@Z
       3351  D06 0005F980 ?SetProfileHandle@UserRecord@@QEAAX_J@Z
       3352  D07 000793C0 ?SetProviderFailure@CErrorContext@@UEAAXH@Z
       3353  D08 00098350 ?SetSecurity@CWSManSecurityUI@@UEAAJKPEAX@Z
       3354  D09 0005F990 ?SetSize@TSTRBUFFER@@QEAAJII@Z
       3355  D0A 0005F9F0 ?SetSizeInUse@SBUFFER@@QEAAXI@Z
       3356  D0B 0008E860 ?SetThreadUILanguage@Locale@@QEAA_NPEAVIRequestContext@@@Z
       3357  D0C 0002AB80 ?SetUpdateMode@BufferFormatter@@UEAAXW4Mode@1@@Z
       3358  D0D 0005FA40 ?SetUpdateMode@CircularBufferFormatter@@UEAAXW4Mode@BufferFormatter@@@Z
       3359  D0E 000770D0 ?SetUri@CWSManResource@@QEAAHPEBGPEAVIRequestContext@@@Z
       3360  D0F 0005FAB0 ?SetValid@RBUFFER@@IEAAXH@Z
       3361  D10 0005FAD0 ?SetXml@ReferenceParameters@PacketParser@@AEAAKAEAVBufferFormatter@@PEAU_FWXML_ELEMENT@@@Z
       3362  D11 0000D930 ?Shutdown@CBaseConfigCache@@IEAAXXZ
       3363  D12 00192760 ?Shutdown@CConfigManager@@SAHXZ
       3364  D13 00183D50 ?Shutdown@CWSManGroupPolicyManager@@SAHXZ
       3365  D14 0005FBC0 ?Shutdown@ChildLifeTimeManager@@QEAAXXZ
       3366  D15 0008E8C0 ?ShutdownLocaleMap@Locale@@SAXXZ
       3367  D16 0005FC00 ?Size@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEBAHXZ
       3368  D17 0005FC00 ?Size@?$SafeMap@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@QEBAHXZ
       3369  D18 0005FC00 ?Size@?$SafeMap@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@QEBAHXZ
       3370  D19 0005FC00 ?Size@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEBAHXZ
       3371  D1A 0005FC00 ?Size@?$SafeMap@VStringKeyCI@@UEmpty@@V?$SafeSet_Iterator@VStringKeyCI@@@@@@QEBAHXZ
       3372  D1B 0005FC00 ?Size@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEBAHXZ
       3373  D1C 000C0FB0 ?SkipOrphans@?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@IEAAXXZ
       3374  D1D 000C0FB0 ?SkipOrphans@?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@IEAAXXZ
       3375  D1E 000C0FB0 ?SkipOrphans@?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@IEAAXXZ
       3376  D1F 000C0FB0 ?SkipOrphans@?$SafeMap_Iterator@PEAXUEmpty@@@@IEAAXXZ
       3377  D20 00118750 ?SkipOrphans@?$SafeMap_Iterator@UPluginKey@@K@@IEAAXXZ
       3378  D21 001187E0 ?SkipOrphans@?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@IEAAXXZ
       3379  D22 00096C10 ?SkipOrphans@?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@IEAAXXZ
